ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
6.054259590177852,249.91404608091395,23703.36844963149,6.692972819074118,,509.7903965437794,9.457536724326385,71.95548953689038,3.8648559124838573,0
7.654619012758379,187.01943272093797,25218.07498791753,9.668332025717262,360.8834127044953,483.48000228557515,17.15326090549394,62.62051813174198,3.502607000265938,1
9.52547814068089,248.66833854767492,21670.694249392083,8.61565692716209,380.5413879712777,577.1644080491825,15.924082336522318,82.20758182797046,3.8669759217996647,0
7.023036597815177,218.69326081714908,16274.76656535135,8.596754437591866,325.4854864934148,434.3244987775562,14.63741318064949,80.02467416091444,4.812884542984252,1
9.56778341274427,191.865588307132,4042.778498786538,7.704482468546937,416.159601737226,366.0262107777219,15.838193229523172,25.64531514942378,4.577417032580449,0
,179.29224729435697,25289.446250353933,5.3546233258886495,,406.6621504328367,13.052836630826283,66.35573870244579,4.312034801452906,1
8.386824981956606,185.1609489928609,34776.1691526254,7.054444054767741,343.48140953129376,455.4839137685701,14.3484924492476,60.01538062816114,4.467551124792596,1
7.218404838498692,210.4530528452978,16831.7032996095,8.65337176618914,343.93937053245327,503.9915238650124,13.844072159723698,,4.110534437287621,1
,198.90690559563853,25872.78629183448,5.1319418855996854,287.3080804716952,303.32431604472276,12.322173869095264,63.26660902484648,4.205648184691212,1
7.225899634691449,176.84548090270098,8263.706817674349,8.125754066859757,321.9391711987648,422.58001005878043,18.21616191207756,65.0218508270552,4.1423996802978165,1
3.9197654257845804,190.92403922875624,26023.194753902266,10.789722575915171,340.4698891384548,551.973156721841,9.605423943247079,52.433217551919704,3.9699522284105084,1
6.730721698338356,198.95361273716566,18564.689785465132,8.797670300663777,315.8815463935794,402.4763190455763,22.09451998870092,78.28468275410822,4.5576316293884,1
7.647808988703677,126.37722297564098,15328.774830881805,9.35416603418794,434.8830706492097,497.13437811052097,17.184068912473432,93.17858314336408,4.251800042836308,0
,211.43456761425242,15346.788186541475,7.464975225698614,299.04420743950743,461.7437585495975,8.394900980135219,52.68466786170074,3.283042275736573,1
6.2559503529449,164.1567661313114,18562.67929013281,8.649332479048685,,499.14265421934886,13.538009449385022,43.79564972548198,4.38252202070767,1
5.794495171399832,158.4484305825951,25367.483298982093,5.985791921320624,369.2545654606227,356.44515302789347,13.722113018359224,66.72365209680837,4.162852711775858,0
6.282206300700587,140.89011786699984,10508.29511889302,8.377464823499137,333.2058303888331,356.79743702529976,15.57714474179839,65.93635140444944,4.446902505753777,1
8.535489367146297,137.38681467010377,18531.956417074074,8.153933251816007,297.9430409894399,423.5283743213233,11.005157923851526,85.34569247942743,3.888718607380278,1
,151.80288609766794,21650.441811590015,7.578059654979508,301.95886462937284,298.055835155238,14.3860038865488,46.51162567051536,4.603157444738383,1
6.237681276010409,173.0573909131095,12377.087626946675,9.199291723155227,312.3257944664521,400.08956417364584,13.879094792214039,57.69588526811011,3.9221013303243977,1
7.8960952186502364,260.5931604418736,37768.2745874515,6.268719956201126,259.81459610178575,442.3274914604162,11.838483219881917,31.65016158866233,4.534626155548425,0
7.234353303463385,179.0790762565657,14530.155138398522,6.824449123971613,,566.1242497536806,11.377950113830222,88.6472352339073,3.6139522175586016,1
8.620145534947294,202.21442349409287,16144.085562220786,7.2708300253461084,272.3758227336379,454.43768405678696,17.3212433805848,70.45381208627202,3.6679418378028172,0
5.96373558073501,209.5378279883281,13435.72826042494,5.493214665678747,389.526142631621,472.4209650159641,8.664311792459014,58.90165545179072,4.439600968103897,1
6.559017186909548,200.6794233227771,37784.18853767668,7.478552471204392,359.39671229272,516.0029379585815,15.861779278477929,45.00564747639477,3.7112167528791,0
6.4565480365198695,193.82365901132934,26862.278200340555,4.404089947532922,366.33504717500733,343.9263736655015,16.91975911576659,46.49089737869208,5.690510501903566,0
,157.06874105285684,13801.517431812188,8.77418816439657,358.16941943286747,408.5480192271769,13.556571900099842,73.10283843862472,4.411827089687641,1
7.550831240532676,244.0764977874205,31714.158860072755,7.193687039174226,340.69579895850103,617.9118456695905,14.453354099489736,48.48186276218051,3.989440319200277,0
7.495077882766024,255.79062564281367,23773.93054978063,6.296989211832054,,415.495341986884,18.13116844899833,68.08280774654386,4.609522605871902,0
7.088130396061513,141.04418213724608,24269.83463075568,5.801689692573708,308.4822107995914,512.119933116578,11.946941499503371,99.45484785316481,3.595069280218317,1
6.707006457933517,162.69993993165585,18993.517481649505,6.7493651332016835,,499.7792952331305,12.288530460376998,60.77603226075281,4.689951559001754,1
4.829560520139841,187.16983594264406,15442.783459248692,8.207450343020414,,302.42884960318696,12.639949015561289,50.84382889649456,4.668283468997555,0
,164.6559973033529,24975.815683187207,7.985427586405346,,446.98293516761953,18.13722773342906,72.5808765842257,4.947756565068049,1
,213.00614739762887,17234.454467677566,6.005250043300032,,433.7501307036263,18.557492302188383,46.56668963415166,3.62616856554811,1
5.804379141937626,172.42440998487058,37944.43891082337,5.783257317248338,334.9631938942476,448.5572692332639,9.65960332392542,94.22934970072976,3.0162680617725592,0
,267.5570435094811,10884.222093298475,8.157899955985043,339.661203042841,360.94262938328654,17.610656873601517,89.11056623678847,3.4940793814220124,1
7.722440862335116,235.51523778201744,35483.98819375269,5.978691100708254,,331.6205650472593,16.99058649400951,63.74370320533004,3.7503281975412577,1
10.079035582924742,203.35943412718723,21037.982881997068,7.214657443045616,371.67744989328344,383.4188717983148,19.422398822588928,51.88179632455613,5.270425048664369,0
7.357578722402624,230.1373083379528,24636.64419476545,7.315532335188358,335.35719156340133,413.98620833565474,15.554707586338315,59.511043458494676,5.682109382719644,1
7.489505121249195,232.73200595286832,29319.69219773386,7.613058168128247,339.1699613260209,517.6604430550575,14.13349900187791,61.61613039645778,4.238836597622306,0
6.961630993931794,177.82740659264496,16487.704939302952,8.476067279687358,271.47816784813466,568.7650604502235,18.07066723255219,72.60611619102032,3.9773246742545076,0
4.029153767674524,169.5327769994602,29592.31245861692,5.12451855974963,310.73118748145396,534.7630379317573,16.59337154987084,83.22125108809206,3.6970718922301153,0
7.0378429380357455,198.939343910442,320.94,4.100368266088429,355.2028471533041,491.41016873538865,21.710613750832284,49.62922563432602,4.613258473164477,0
,224.7005957734924,15700.811378676102,6.223433295659205,,340.71922000094713,17.45332296682365,82.75651676724561,5.6770934857533835,0
10.996554958851606,200.94230590772437,13911.380589433355,9.966414884374855,384.3606853651693,388.843011137349,14.788243801963159,76.3941532152868,5.362963695126852,0
6.774146065998015,144.51835566556002,11022.634785097343,10.315035078138058,328.78884616838985,438.85622355601845,10.393714500954871,58.18396603874911,4.8576217578325505,1
7.559460274310444,169.9731322828963,20129.24345546605,10.013259874194102,276.3185926136935,370.7762769426835,12.357164143487468,48.817001527945976,4.846175974268808,1
7.024808286168663,193.93777224501684,25396.565598498964,6.81508943893811,377.54977444272856,468.53976083730896,9.526989022727266,68.28064536579376,4.61920171127821,1
5.221801920184944,193.88211492976671,28175.413383041057,4.304258170463971,393.2628207188591,480.1196872691115,13.568144660638541,49.25585833370029,3.933113296347343,0
8.897088275078882,261.2271867728489,24126.234706884778,3.4179982193900913,,465.2329628565411,17.345283733600716,82.96315613945097,3.3954923864181796,0
8.275573521971971,150.79871645392095,16176.910254538392,6.1498197047519305,327.0022933530827,504.7413787403437,14.267848697129493,48.215576746900936,3.953765010324206,1
8.337740795798444,212.99377427156355,25249.836466220626,6.807043664364011,,348.78093810770935,17.66191063959584,,4.299424889662456,0
5.634073946876365,245.33203900183418,23103.897815298325,9.174988133668414,475.8054719991002,497.2812158647314,15.397369057683134,65.09562721729198,2.8361655589997303,0
9.310442954388398,271.05526762950154,30221.964032478714,8.491132626077064,338.5496088641245,365.66793472128575,12.945764520914228,57.32908937080925,3.8506984310943575,0
4.851056810160273,183.07341272571136,28826.713865224207,7.4793000248067605,279.4478662072069,345.84355630740197,14.57003926361258,,3.325772763418807,1
8.01310277914243,212.52820040544017,22281.324568812008,5.714045261912997,309.4960732475498,464.89562596494335,15.842640047392367,83.87412768468138,4.76079610563315,1
10.562824445037865,215.10372054469153,14146.464207764588,5.601968297973073,,520.1569012969217,14.740829448914567,47.10927512248048,3.541227446317766,0
5.505047243042205,202.7974393334722,16288.65085207549,7.521521745572868,267.3090054426022,461.3312499689091,14.778764797499834,59.73130693699641,4.226011858945171,1
6.179586609931593,193.11996978325163,17193.22351475873,8.221340546566768,340.7966753628579,423.571381201297,11.734444143888002,54.236789123361305,3.4239841715102504,0
7.23844567048935,210.7048708067615,19249.655082411937,7.7391723943480235,349.5335440560838,446.9566322255238,12.846848562048265,65.7751747791818,5.216205474249515,1
6.279473709955243,113.10974871797674,24364.508937850682,5.485335223821485,397.36474246304005,432.91602351819756,21.755505235271873,55.32186315914526,2.6434095895030234,0
4.614445144604849,218.79644483325933,28285.14670204519,8.148054853491496,388.0482709377691,330.89064857433743,18.346224083301927,37.79244549818459,4.341155493938294,0
7.189015129941583,200.51872947240548,21565.85216198615,7.79293932802023,369.59110207435833,321.46143988555195,9.40158663155984,49.327874490634386,2.973739018616853,1
5.390937095175493,189.05502539393063,22155.481331440446,5.4283470782195185,244.20183538448816,415.51929242095537,6.445332750653942,92.89887619994666,3.5727205326218163,1
,263.67082899525906,23270.681366833884,5.8807728669255965,,428.3440294668751,14.53219691499527,70.3920624586119,4.130825628873914,1
5.618115467568253,174.17816946216664,17490.33814842716,8.207823639807275,363.0023644506154,422.8058828196803,17.237395280550025,69.8360180306147,4.169178484427134,1
,183.1168614795418,13899.723211399705,6.7494780944694925,,476.532532415186,12.558992518132493,61.82733152966024,4.148828136054422,1
5.834627265185383,261.85227257649166,6621.40991677823,9.630852736585602,,404.47517179959806,17.661690390335174,65.56470063791365,4.088364329960891,0
6.567922189232976,169.0118242965367,15918.62419324788,7.911784256182031,301.6060246814719,467.38997748155043,14.477456610173448,59.44564308858828,3.4693614757387152,1
8.373492375617776,178.2822094970466,26162.899027160318,6.351122722660955,,410.2044974646765,13.740267164103713,74.92570363224443,3.8420384079907275,1
5.122925736870011,191.53580407759367,15850.56185174939,7.103875151382327,250.31835043561628,569.2538713117872,16.782741233139852,68.03108726191667,3.9946745326195536,1
7.441661296020566,224.0133497724196,19928.862345838028,7.220145760367595,333.6592544283992,428.4132833940314,12.51949112549349,47.44888035963361,4.122381109471929,1
,203.20254644177695,26104.02539386502,5.969143305078099,300.73420772984,611.0672014635052,13.331002074829907,70.50526246022584,3.918769231210549,1
4.524101657047648,153.8684785856336,26579.79229764692,5.67811064687935,442.52015713473827,450.3395767919636,16.498253637651832,26.61755568146632,4.539080528367875,0
7.373567835066364,178.87229764437802,12548.130618482435,8.228196032219008,326.78946626848176,404.6206110730604,14.176079448311459,73.09624185078658,4.042841836717735,1
7.493213642854993,176.4001862359825,30756.874761218707,8.455531809326512,,349.1966145586931,20.598049464880305,43.59660605638509,4.127034254744859,0
8.323098366125924,193.83097203306627,31899.338173019827,8.073974721893675,268.7879183972066,305.2757454446572,16.57656211655342,64.84582870576817,3.6715311683170166,1
5.11324836970385,210.37173949574878,12106.922437489053,9.514202589031607,311.8236893476783,341.7616345751026,16.36137377178144,47.070925380285665,3.1490952972407507,1
4.980473985196001,210.12060525359652,14790.218739970665,6.2639982871016695,,350.8002180933663,14.116139621524624,66.44567936844551,4.090142565971327,1
7.9098870893308675,137.97473352688854,32458.2520315152,9.765347810392386,296.1642634486703,453.7993540497121,17.175437979908796,75.75654644188928,4.911807914291092,0
,231.35237967100096,20726.394619126408,5.6965446326844384,316.2924476353875,379.36531471091564,13.21216827202655,,4.316211759969723,1
,204.67446365636897,2549.811683312124,5.519956809877781,324.7524734633926,436.9974443874545,15.214670356470394,41.460833141914286,3.3323547258524626,0
7.630852653100192,241.89341372488764,9740.88474804611,4.339264966204185,,525.4994912472837,11.247070014414906,82.18315242275897,4.605497220138512,0
5.998760692690199,210.9752410013173,19827.47498580134,6.415643404153629,,414.7933290208711,17.72055100828326,68.52205077300749,3.708608687120714,1
,232.58149885035186,11815.869107993949,6.324118707809463,,589.9274443700871,15.24190154793653,59.10820546729759,4.527430104774624,1
7.545985232544903,211.71000984048018,18388.95472751042,7.950980902802348,353.64132751702874,326.860956568986,20.84211824083997,78.69447825186207,3.6823392253809946,1
5.944181245338076,240.63390286394636,22298.158467419416,7.505347687760312,356.13250075337277,409.7198376203383,22.198507649946897,62.58273590944136,4.245579023065349,0
10.046581472720163,213.54160091226456,34835.9718533008,5.235102073789764,359.15498454930315,378.3027295137607,16.80658738424372,78.00964375536299,3.5655720774330097,0
7.833394344249742,193.15054669695732,19467.224503782498,6.499492543287208,330.34682112790307,497.57846390152736,14.50648778009816,50.34507604158905,3.5854190527531395,1
,271.08765360829346,31418.747847479706,6.533090006681457,320.49468529334615,240.87004043381012,11.148526464864368,56.158108017446,2.7483130136653235,1
8.12392023772779,225.60154058056287,34542.273494030764,4.31394804980021,340.68952118524703,305.2574223286493,17.274721848786708,81.66744885421663,4.369418358945705,1
5.5302561443385585,215.23471656262512,34590.93473739053,5.570104171318876,381.694819563996,413.2142298095132,14.976041906493204,90.43378047136943,4.258732315159863,0
8.331464519950499,154.40511078421952,24510.980584922894,5.902114463629739,380.428785765035,547.2723474119872,16.06089531760127,65.83318387170691,4.3026253186835355,0
8.922166970621772,154.0104455377989,4798.851676933606,9.385127531317096,323.822695136986,440.1425370268952,20.005596252480164,21.30166518774348,4.184757837682813,1
5.77511511382078,205.99448505282413,26054.86509003437,7.422492131212617,365.58408583315315,312.6579347463646,11.551158914524322,63.179382607395205,3.3754449740078236,0
8.611768045498472,201.15473698261977,31207.05780428518,8.16622663123705,325.72030325689695,325.1349959787756,11.220553202326775,66.92465458636691,4.723401426304993,1
,176.17765006252657,21303.247411292163,4.752155914504245,,557.1010277839291,13.497430143993048,62.633726765104484,4.744367854071971,1
8.38707565439124,201.00551116324453,37311.59578562572,9.006858883162106,314.1666615360251,371.68988556128784,16.998175805678535,71.8419579277483,3.355174777166946,1
10.095900842419777,248.60405339407345,29553.600772076705,9.175741259578068,326.2562583465038,345.67970023861005,16.116610565109955,58.68359737147534,4.385056713252967,1
6.689832895555436,219.23483336321382,26997.03488670059,3.962614951911491,389.3378914807477,541.2912503501861,11.315271026286993,79.9729305257705,4.652493124587022,1
,158.85364019932996,31540.095312858175,6.00559957621296,337.60808392279114,503.60685999154055,16.784190101325215,47.522579247211745,3.6033233467918975,1
5.665672056895418,192.70358976354,24937.266876670597,7.903309605364506,339.383401504237,524.8595003688224,10.303985569463299,86.41221208499,3.7390921623894053,1
5.782861646904953,169.9027021095678,320.94,8.138133756590328,273.83623958313535,345.1076152369167,11.507075057905281,91.48027537169048,4.386608458405194,0
6.957408282031574,183.6224267484865,17637.355164305496,6.04797832583019,320.9711173458523,298.63096209321935,13.897836280103782,51.62669343818423,2.7919427798568455,1
7.622431639958464,182.77031691409735,32511.54164868471,6.637310848375228,323.7847366868933,432.65251567029384,12.44814257582202,51.61795482174245,3.1209565672034802,1
7.519938370934731,180.66501324398033,14932.668802954286,6.176137923548675,299.4368768329341,448.9748940750135,17.225434907434593,73.04505017692041,3.197975493861742,1
8.395221365967277,155.10114896951478,20054.555694754534,7.294460514174869,334.6773813527616,451.3571177754245,15.227912778733621,47.19077377036005,2.5688732354361137,1
7.100673008085872,192.17271407168192,12852.369642998947,9.011542079709823,316.00326953877055,541.3568256783441,20.12400749794623,58.42968554556447,4.816253023866235,1
9.391119182680134,177.93722090046046,37656.54015060837,5.9017533917168965,337.0934283241891,281.7669437855334,13.461816440676888,84.23888615545832,2.4192571849305,0
,100.04972707272542,36758.37431734189,8.701296386474095,338.8126546667002,491.3705540458854,13.875510880055138,78.33447744923727,4.237626317476466,1
11.405068974877494,263.8717201656147,14263.823722135856,5.8849581256919175,294.19265449898603,333.2607639320138,18.286366435994434,98.43957680853757,4.603113047909072,0
8.07481108294636,232.1687462306442,23305.68282727171,5.780749004254923,,491.0505286319732,13.979052141660237,69.16328750817136,3.740995155557652,1
5.71711948529811,183.99723216446614,16047.130307597605,8.413379496982277,336.9848427919537,383.50399914058227,19.225157369911976,56.51664112313897,3.448673252709629,1
,196.98877035547088,27406.27511347137,8.576659477252035,,356.10479945612883,16.070141376372668,67.22912001854587,4.151617111574579,1
7.847131140236665,157.84600506019856,26483.28174061477,8.465227700084995,344.4133081371995,372.5976632243655,6.4922767846794605,63.9634806683683,3.971429740463696,0
6.7246941713318975,252.12536822242126,29131.587124080932,5.041040095015337,,305.0557835732382,18.177758070834727,64.19050597309328,4.752733792684804,1
8.215260785606427,258.7528522841399,24924.540143017948,6.38379745464616,350.3067771278803,425.1574669173408,17.301125751426568,66.01485600301105,1.9197535104895933,1
7.832447823071936,201.52208978474573,47753.40479915173,8.420321975365248,404.5066749957073,359.44253656682184,17.428910926225903,51.3240146508679,3.2534081686044605,0
,230.02368758081414,13000.668511839785,7.185636108090954,371.7499820946371,485.43862302136046,7.954661567015195,70.96628327542501,4.408029969454524,1
5.733597988271236,202.13342929134743,7014.544744388615,5.423565303008006,356.4585488906434,473.61933246908035,12.085503228192831,,4.009349005364079,1
4.671392912749475,152.4184675697594,18567.251058835187,7.8441423438181985,,558.3268530156035,12.33138700092709,54.80174548404672,4.5565866441735565,0
6.370041226213436,182.82924762847495,8265.075134256205,5.990604530793477,393.42289639597385,451.49658721978983,11.495888273375101,64.47654161239775,4.174375581466936,1
8.441674082974322,200.70779154746197,8927.330113093552,9.955349260459695,378.33246180821146,463.97117713541155,20.045763580568934,29.84042740123253,3.864905090671776,0
7.420409053167024,181.42447100771557,13233.992362639334,9.560849510620848,357.25521498589336,535.0460667919239,14.241048456803771,,3.734215014387067,1
5.099275341847939,189.18068023793603,13927.812029499395,8.074473933641796,378.0431607354213,371.1623009071224,14.158983279897445,33.179960030667374,5.783542912382957,0
